COMMAND_ID,EXTERNAL_RESULTCODE,EXTERNAL_RESULTDESC,INTERNAL_RESULTCODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20047"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20048"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20049"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20050"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20051"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20052"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20053"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20054"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20055"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20056"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20057"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20058"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20059"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20060"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20061"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20062"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20063"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20064"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20065"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20066"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20067"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20068"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20069"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20070"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20071"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20072"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20073"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20074"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20075"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20076"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20077"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20078"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20079"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20080"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20081"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20082"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20083"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20084"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20085"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20086"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20087"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20088"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20089"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20090"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20091"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20092"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20093"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20094"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20095"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20096"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20097"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20098"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20099"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20100"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20101"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20102"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20103"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20104"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20105"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20106"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20107"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20108"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20109"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20110"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20111"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20112"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20113"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20114"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20115"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20116"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20117"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20118"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20119"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20120"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20121"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20122"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20123"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20124"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20125"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20126"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20127"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20128"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20129"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20130"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20131"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20132"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20133"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20134"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20135"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20136"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20137"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20138"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20139"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20140"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20141"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20142"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20143"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20144"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20145"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20146"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20147"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20148"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20149"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20150"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20151"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20152"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20153"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20154"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20155"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20156"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20157"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20158"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20159"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20160"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20161"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20162"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20163"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20164"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20165"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20166"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20167"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20168"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20169"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20170"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20171"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20172"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20173"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20174"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20175"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20176"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20177"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20178"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20179"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20180"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20181"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20182"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20183"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20184"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20185"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20186"<endrec>
