DIRECTION,FACTOR_CODE,FACTOR_VALUE,FACTOR_VALUE_SEQ,LOAD_DATA_TS,REASON_UNIQUE_ID,SERVICE_ROLE_TYPE,STATEMENT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"C","10002","1001,1000","","","937423152","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937423157","2","Funds received from group {DebitParty}"<endrec>
"C","10002","1000","","","937423160","2","Funds received from {DebitParty}"<endrec>
"C","10002","1001,1000","","","937423163","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937423242","2","Funds received from {DebitParty} with ID 2 factor auth"<endrec>
"C","10002","1001,1000","","","937423247","2",""<endrec>
"C","10002","1001,1000","","","937423273","2",""<endrec>
"C","10002","1001,1000","","","937425146","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937426175","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1002","","","937426179","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1001,1000","","","937427191","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937427194","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937427196","2","Funds received from {DebitParty}"<endrec>
"C","10002","1001,1000","","","937427200","2","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"C","10002","1001,1000","","","937427201","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937427206","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1000","","","937428182","2","Off-net Bulk B2C Payment"<endrec>
"C","10002","1000","","","937428186","2","Off-net Bulk B2C Payment"<endrec>
"C","10002","1001,1000","","","937429141","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937429162","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1002","","","937429166","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1000","","","937430180","2","Funds received from {DebitParty} with user reference"<endrec>
"C","10002","1000","","","937430181","2","Funds received from {DebitParty} with user reference"<endrec>
"C","10002","1000","","","937430220","2","Funds received from Business {DebitParty}"<endrec>
"C","10002","1001,1000","","","937430222","2","Funds received from {DebitParty}"<endrec>
"C","10002","1001,1000","","","937430236","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937432149","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1001,1000","","","937432154","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937434139","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002,1000","","","937436141","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10002","1002","","","937438227","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937441225","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1002","","","937443226","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1002","","","937443280","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1002","","","937443281","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1002,1000","","","937443282","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10002","1002,1000","","","937443284","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10002","1002","","","937445264","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937445287","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1002","","","937447227","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937447228","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937448282","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1002","","","937448286","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937451292","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1002","","","937451299","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1002","","","937451300","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937455336","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1002","","","937455340","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1002,1000","","","937455393","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10002","1002","","","937456306","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10002","1002","","","937456363","2",""<endrec>
"C","10002","1001,1002","","","937456371","2","Dividend Funds Received from {DebitParty}"<endrec>
"C","10002","1000","","","937456372","2","Dividend Funds Received from {DebitParty}"<endrec>
"C","10002","1000","","","937456374","2","Dividend Funds Received from {DebitParty}"<endrec>
"C","10002","1002","","","937459351","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1002","","","937459355","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1002","","","937459356","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937459357","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1002","","","937459382","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937461446","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10002","1001,1002,1000","","","937461517","2","Funds received from {DebitParty}"<endrec>
"C","10002","1001,1000","","","937461518","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937461519","2","Funds received from {DebitParty}"<endrec>
"C","10002","1002","","","937461520","2","Funds received from {DebitParty}"<endrec>
