APPLIED_SCENARIO,CATEGORY,ERROR_CODE,ERROR_DESCRIPTION,ERROR_DESCRIPTION_I18N_ID,LOAD_DATA_TS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"2","BTS","IC40457","The question and answer are invalid because the security policy has been changed. Contact the administrator to reset your password.","",""<endrec>
"4","BTS","IC40458","The till failed to be created because the default operator does not belong to the organization to which the till belongs.","",""<endrec>
"4","BTS","IC40459","Failed to create the till. The default operator cannot be in Close state.","",""<endrec>
"2","BTS","IC40460","Subscription failed because the receiver party is not a customer at the L0, L1, or L2 level.","",""<endrec>
"2","BTS","IC40461","Subscription failed because the saving plan in the normal state corresponding to the plan code does not exist.","",""<endrec>
"2","BTS","IC40462","The receiver party has subscribed to the saving plan and cannot subscribe to it again.","",""<endrec>
"2","BTS","IC40463","The available balance is less than required minimum amount. Minimum balance required for {0}.","",""<endrec>
"2","BTS","IC40464","The value of KYC in the bulk file imported when the BulkApproveCNIC operation is performed does not conform to the verification rules.","",""<endrec>
"4","BTS","IC40465","The customer account to be synchronized to the third party is not configured.","",""<endrec>
"4","BTS","IC40466","The organization account to be synchronized to the third party is not configured.","",""<endrec>
"4","BTS","IC40467","The queried order is not in completed state.","",""<endrec>
"4","BTS","IC40468","The organization of the initiator differs from that of the credit or debit party of the transaction.","",""<endrec>
"2","BTS","IC40469","You do not have the permission to perform the operation.","",""<endrec>
"2","BTS","IC40470","The entered masked number is incorrect.","",""<endrec>
"2","BTS","IC40471","The MSISDN does not support masked number.","",""<endrec>
"2","BTS","IC40472","The refund destination number cannot be the same as the original customer number.","",""<endrec>
"4","BTS","IC40473","'The start time specified for querying records is later than the end time.","",""<endrec>
"4","BTS","IC40474","The identity object has not subscribed to any saving plan.","",""<endrec>
"2","BTS","IC40475","Operation failed. The default operator ID of the till cannot be empty.","",""<endrec>
"4","BTS","IC40476","The entered verification question cannot be repeated.","",""<endrec>
"2","BTS","IC40477","Failed to verify reminder {0}.","",""<endrec>
"2","BTS","IC40478","Reminder {0} has expired.","",""<endrec>
"3","BTS","IC40479","Reminder schedule ID {0} does not exist.","",""<endrec>
"4","BTS","IC40480","Reminder schedule name {0} already exists.","",""<endrec>
"4","BTS","IC40481","The status of {0} is incorrect.","",""<endrec>
"4","BTS","IC40482","The customer is a {0} customer and the operation cannot be performed.","",""<endrec>
"4","BTS","IC40483","Operation failed. {0} has not subscribed to the service.","",""<endrec>
"4","BTS","IC40484","Operation failed. The number of reminder schedules has reached the maximum.","",""<endrec>
"4","BTS","IC40485","Failed to query the transaction records. The entered transaction status does not exist in the system.","",""<endrec>
"2","BTS","IC40486","The entered value of Reminder Schedule ID must be a number.","",""<endrec>
"5","BTS","IC40487","Failed to delete reminder schedule {0}.","",""<endrec>
"4","BTS","IC40488","The account entered during hot account instance configuration must be an organization account instead of a customer or an SP account.","",""<endrec>
"4","BTS","IC40489","The entered account {0} does not exist.","",""<endrec>
"4","BTS","IC40490","The entered account {0} does not belong to identity {1}.","",""<endrec>
"4","BTS","IC40491","Only transactions can be queried. Actions cannot be queried.","",""<endrec>
"2","BTS","IC40492","The Reminder Schedule ID parameter cannot be left empty.","",""<endrec>
"2","BTS","IC40493","The value of Reminder Schedule ID must contain 1 to 18 characters.","",""<endrec>
"4","BTS","IC40494","The organization to which the organization operator belongs has no till.","",""<endrec>
"2","BTS","IC40495","Failed to query the reminder schedule.","",""<endrec>
"2","BTS","IC40496","Failed to create the additional account. The account name cannot be empty.","",""<endrec>
"2","BTS","IC40497","Failed to create the additional account. The length of the entered account name cannot exceed the maximum.","",""<endrec>
"2","BTS","IC40498","Failed to create the additional account. The entered account name must be different from the value of Name of default account instance.","",""<endrec>
"2","BTS","IC40499","Failed to create the additional account. The entered account name already exists in the system.","",""<endrec>
"2","BTS","IC40500","Failed to create the additional account. The account name must consist of letters and digits.","",""<endrec>
"2","BTS","IC40501","Failed to create the additional account. The number of accounts under the same account type of an identity cannot be greater than the maximum specified by the system control parameter.","",""<endrec>
"2","BTS","IC40502","Failed to create the additional account. The account type must be supported by the system.","",""<endrec>
"2","BTS","IC40503","The customer whose MSISDN is {0} does not exist in the system.","",""<endrec>
"4","BTS","IC40504","The receiver must be empty when the request is initiated.","",""<endrec>
"2","BTS","IC40505","Failed to delete the reminder schedule.","",""<endrec>
"2","BTS","IC40506","The identity does not have this default account type and accounts of this account type cannot be created.","",""<endrec>
"","BTS","IC40507","The reversal amount cannot be greater than the original transaction amount.","",""<endrec>
"4","BTS","IC40508","The format of the default operator ID is incorrect.","",""<endrec>
"2","BTS","IC40509","The AuthenticationType parameter is incorrect.","",""<endrec>
"2","BTS","IC40510","The entered account name is incorrect.","",""<endrec>
"2","BTS","IC40511","AccountTypeId and AcountTypeAlias cannot be both left empty.","",""<endrec>
"2","BTS","IC40512","The account type queried by AcountTypeAlias does not exist or has multiple records.","",""<endrec>
"2","BTS","IC40513","Failed to create the lower-level organization because the operation is not supported for the identity model.","",""<endrec>
"4","BTS","IC40514","The entered customer information {0} is different from that in the system.","",""<endrec>
"4","BTS","IC40515","The customer level is not tier0.","",""<endrec>
"4","BTS","IC40516","The values of Account Type, Currency, and Bank Branch must be unique. The new bank client already exists.","",""<endrec>
"2","BTS","IC40517","The identifier value does not comply with the matched identifier rule.","",""<endrec>
"2","BTS","IC40518","The identifier value is empty and no identifier rule for generating the identifier is matched.","",""<endrec>
"2","BTS","IC40519","The customer status is invalid. The customer is not in Active or Pending Active state.","",""<endrec>
"4","BTS","IC40520","The request contains duplicate records of the to-be-added product {0}.","",""<endrec>
"2","BTS","IC40521","The reminder fails to be sent. An organization cannot configure to send a reminder to itself.","",""<endrec>
"4","BTS","IC40522","An error occurs during process creation.","",""<endrec>
"2","BTS","IC40523","Failed to perform the FSI operation.","",""<endrec>
"2","BTS","IC40524","Failed to perform the FSI operation.","",""<endrec>
"2","BTS","IC40525","Failed to perform the FSI operation.","",""<endrec>
"2","BTS","IC40526","Failed to perform the FSI operation.","",""<endrec>
"4","BTS","IC40527","The password of the operator is not in normal status.","",""<endrec>
"2","BTS","IC40528","The organization does not exist or the organization status is not Active during agreement signing.","",""<endrec>
"2","BTS","IC40529","The customer has already signed the automatic fee deduction agreement and cannot sign the agreement again.","",""<endrec>
"2","BTS","IC40530","The customer has not signed the automatic fee deduction agreement or the signed agreement has expired.","",""<endrec>
"2","BTS","IC40531","The entered payment token or payment token credential is incorrect.","",""<endrec>
"2","BTS","IC40532","The entered short code is different from that in the signed agreement.","",""<endrec>
"4","BTS","IC40533","The receiver is empty.","",""<endrec>
"4","BTS","IC40534","The bank account number is not digits or does not contain 25 digits.","",""<endrec>
"4","BTS","IC40535","The receiver is not a customer or an organization.","",""<endrec>
"4","BTS","IC40536","The bank card has already been bound and cannot be bound again.","",""<endrec>
"4","BTS","IC40537","The customer is not registered and cannot perform the operation.","",""<endrec>
"4","BTS","IC40538","No binding record is found.","",""<endrec>
"4","BTS","IC40539","The bank is not bound to an organization.","",""<endrec>
"2","BTS","IC40540","The initiator must be a customer.","",""<endrec>
"6","BTS","IC40541","No bank account bound to the SIM-less customer is found based on the identity ID.","",""<endrec>
